2024-04-24 08:56:43 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3h18m56s916ms145µs200ns).
2024-04-24 10:49:05 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=18m20s211ms166µs900ns).
2024-04-24 11:45:57 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m51s625ms486µs800ns).
2024-04-24 16:50:39 [main] INFO  m.p.webservice.WebserviceApplication - Starting WebserviceApplication using Java 1.8.0_292 on WPF45CTVS with PID 37328 (C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice\target\classes started by xxpoojas in C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice)
2024-04-24 16:50:39 [main] INFO  m.p.webservice.WebserviceApplication - No active profile set, falling back to 1 default profile: "default"
2024-04-24 16:50:39 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JDBC repositories in DEFAULT mode.
2024-04-24 16:50:39 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 6 ms. Found 0 JDBC repository interfaces.
2024-04-24 16:50:40 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$73f482f8] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-04-24 16:50:40 [main] INFO  o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-04-24 16:50:40 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 3002 (http)
2024-04-24 16:50:40 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-04-24 16:50:40 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.73]
2024-04-24 16:50:40 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-04-24 16:50:40 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1402 ms
2024-04-24 16:50:40 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2024-04-24 16:50:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-04-24 16:50:41 [main] WARN  c.z.hikari.util.DriverDataSource - Registered driver with driverClassName=oracle.jdbc.driver.OracleDriver was not found, trying direct instantiation.
2024-04-24 16:50:41 [main] INFO  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Driver does not support get/set network timeout for connections. (oracle.jdbc.driver.T4CConnection.getNetworkTimeout()I)
2024-04-24 16:50:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-04-24 16:50:41 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: e4beef14-149a-47fc-9411-ad227cb990d6

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-04-24 16:50:41 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@17e9bc9e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@36b9cb99, org.springframework.security.web.context.SecurityContextPersistenceFilter@72b43104, org.springframework.security.web.header.HeaderWriterFilter@1f1cddf3, org.springframework.security.web.csrf.CsrfFilter@42505474, org.springframework.security.web.authentication.logout.LogoutFilter@33379242, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4da39ca9, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7affc159, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4130955c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@631cb129, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4d0e54e0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@611640f0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2bfaba70, org.springframework.security.web.session.SessionManagementFilter@75b6dd5b, org.springframework.security.web.access.ExceptionTranslationFilter@609e57da, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2ffb3aec]
2024-04-24 16:50:41 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 3002 (http) with context path ''
2024-04-24 16:50:41 [main] INFO  m.p.webservice.WebserviceApplication - Started WebserviceApplication in 3.112 seconds (JVM running for 3.856)
2024-04-24 16:51:08 [http-nio-3002-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-04-24 16:51:08 [http-nio-3002-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-04-24 16:51:08 [http-nio-3002-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-04-24 16:54:17 [main] INFO  m.p.webservice.WebserviceApplication - Starting WebserviceApplication using Java 1.8.0_292 on WPF45CTVS with PID 16544 (C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice\target\classes started by xxpoojas in C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice)
2024-04-24 16:54:17 [main] INFO  m.p.webservice.WebserviceApplication - No active profile set, falling back to 1 default profile: "default"
2024-04-24 16:54:17 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$81af1d9f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-04-24 16:54:17 [main] INFO  o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-04-24 16:54:18 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 3002 (http)
2024-04-24 16:54:18 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-04-24 16:54:18 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.73]
2024-04-24 16:54:18 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-04-24 16:54:18 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1046 ms
2024-04-24 16:54:18 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2024-04-24 16:54:18 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 3b3695ab-f9ed-48c7-bfbc-af86cdb8d72d

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-04-24 16:54:18 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5b3a7ef5, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@8851ce1, org.springframework.security.web.context.SecurityContextPersistenceFilter@1f11f64e, org.springframework.security.web.header.HeaderWriterFilter@65a48602, org.springframework.security.web.csrf.CsrfFilter@2b03d52f, org.springframework.security.web.authentication.logout.LogoutFilter@472a11ae, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@30364216, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@26844abb, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2d9dff65, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5b9396d3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@858d8b4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@612e21b9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5ef6fd7f, org.springframework.security.web.session.SessionManagementFilter@336206d8, org.springframework.security.web.access.ExceptionTranslationFilter@42ea287, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@546e61d5]
2024-04-24 16:54:18 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 3002 (http) with context path ''
2024-04-24 16:54:18 [main] INFO  m.p.webservice.WebserviceApplication - Started WebserviceApplication in 2.303 seconds (JVM running for 3.022)
2024-04-24 16:54:31 [http-nio-3002-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-04-24 16:54:31 [http-nio-3002-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-04-24 16:54:31 [http-nio-3002-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-04-24 16:56:44 [main] INFO  m.p.webservice.WebserviceApplication - Starting WebserviceApplication using Java 1.8.0_292 on WPF45CTVS with PID 20924 (C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice\target\classes started by xxpoojas in C:\DLTE-JAVAFULLSTACK-SHREYAMPOOJARY-2024\DLTE-spring\soapwebservice)
2024-04-24 16:56:44 [main] INFO  m.p.webservice.WebserviceApplication - No active profile set, falling back to 1 default profile: "default"
2024-04-24 16:56:45 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$50a0e49] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-04-24 16:56:45 [main] INFO  o.s.w.s.a.s.AnnotationActionEndpointMapping - Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
2024-04-24 16:56:45 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 3003 (http)
2024-04-24 16:56:45 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-04-24 16:56:45 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.73]
2024-04-24 16:56:45 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-04-24 16:56:45 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 971 ms
2024-04-24 16:56:46 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2024-04-24 16:56:46 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: bdba2c65-5ecf-43a5-b90e-74211edd7d02

This generated password is for development use only. Your security configuration must be updated before running your application in production.

